"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MYFWVQ2D","journalArticle","2021","Krebs, Dagmar; Höhne, Jan K.","EXPLORING SCALE DIRECTION EFFECTS AND RESPONSE BEHAVIOR ACROSS PC AND SMARTPHONE SURVEYS","Journal of Survey Statistics and Methodology","","","10.1093/jssam/smz058","","The effects of scale direction on response behavior are well known in the survey literature, where a variety of theoretical approaches are discussed, and mixed empirical findings are reported. In addition, different types of survey completion devices seem to vary in their susceptibility to scale direction effects. In this study, we therefore investigate the effect of scale direction and device type on response behavior in PC and smartphone surveys. To do so, we conducted a web survey experiment in a German non-probability access panel (N=3,401) using a two-step split-ballot design with four groups that are defined by device type (PC and smartphone) and scale direction (decremental and incremental). The results reveal that both PCs and smartphones are robust against scale direction effects. The results also show that response behavior differs substantially between PCs and smartphones, indicating that the device type (PC or smartphone) matters. In particular, the findings show that the comparability of data obtained through multi-device surveys is limited.","2021","2022-01-08 12:52:54","2022-01-08 12:52:54","","477-495","","3","9","","","","","","","","","","","","","","","","","","","","","QUALITY; NEED; AGREE/DISAGREE; MOBILE WEB; TABLETS; WEB SURVEYS; MEASUREMENT INVARIANCE; ORDER; ITEM-SPECIFIC QUESTIONS; Latent means; Measurement invariance; Multi-device survey; Rating scales; Response behavior; Scale direction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8NBESLQ","journalArticle","2021","Bucher, Hannah; Sand, Matthias","Exploring the Feasibility of Recruiting Respondents and Collecting Web Data Via Smartphone: A Case Study of Text-To-Web Recruitment for a General Population Survey in Germany","Journal of Survey Statistics and Methodology","","","10.1093/JSSAM/SMAB006","","The widespread usage of smartphones, as well as their technical features, offers many opportunities for survey research. As a result, the importance and popularity of smartphone surveys is steadily increasing. To explore the feasibility of a new text-to-web approach for surveying people directly via their smartphones, we conducted a case study in Germany in which we recruited respondents from a mobile random digit dialing sample via text messages that included a link to a web survey. We show that, although this survey approach is feasible, it is hampered by a number of issues, namely a high loss of numbers at the invitation stage, and a high rate of implicit refusals on the landing page of the survey.","2021","2022-01-08 12:52:54","2022-01-08 12:52:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6MJCGGJ","journalArticle","2020","Antoun, Christopher; Cernat, Alexandru","Factors Affecting Completion Times: A Comparative Analysis of Smartphone and PC Web Surveys","Social Science Computer Review","","","10.1177/0894439318823703","","This article compares the factors affecting completion times (CTs) to web survey questions when they are answered using two different devices: personal computers (PCs) and smartphones. Several studies have reported longer CTs when respondents use smartphones than PCs. This is a concern to survey researchers because longer CTs may increase respondent burden and the risk of breakoff. However, few studies have analyzed the specific reasons for the time difference. In this analysis, we analyzed timing data from 836 respondents who completed the same web survey twice, once using a smartphone and once using PC, as part of a randomized crossover experiment in the Longitudinal Internet Studies for the Social Sciences panel. The survey contained a mix of questions (single choice, numeric entry, and text entry) that were displayed on separate pages. We included both page-level and respondent-level factors that may have contributed to the time difference between devices in cross-classified multilevel models. We found that respondents took about 1.4 times longer when using smartphones than PCs. This difference was larger when a page had more than one question or required text entry. The difference was also larger among respondents who had relatively low levels of familiarity and experience using smartphones. Respondent multitasking was associated with slower CTs, regardless of the device used. Practical implications and avenues for future research are discussed.","2020","2022-01-08 12:52:54","2022-01-08 12:52:54","","477-489","","4","38","","","","","","","","","","","","","","","","","","","","","Smartphones; mobile web surveys; Computers; Online Surveys; MOBILE; response times; smartphone surveys; Reaction Time; Experimental Subjects; Testing Methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SDW29UMZ","journalArticle","2013","Callegaro, Mario","From mixed-mode to multiple devices Web surveys, smartphone surveys and apps: has the respondent gone ahead of us in answering surveys?","International Journal of Market Research","","","10.2501/IJMR-2013-026","","","2013","2022-01-08 12:52:54","2022-01-08 12:52:54","","317-320","","2","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GECP3B6","journalArticle","2018","Mavletova, Aigul; Couper, Mick P.; Lebedev, Daniil","Grid and Item-by-Item Formats in PC and Mobile Web Surveys","Social Science Computer Review","","","10.1177/0894439317735307","https://doi.org/10.1177/0894439317735307","While grids or matrix questions are a widely used format in PC web surveys, there is no agreement on the format in mobile web surveys. We conducted a two-wave experiment in an opt in panel in Russia, varying the question format (grid format and item-by-item format) and device respondents used for survey completion (smartphone and PC). The 1,678 respondents completed the survey in the assigned conditions in the first wave and 1,079 in the second wave. Overall, we found somewhat higher measurement error in the grid format in both mobile and PC web conditions. We found almost no significant effect of the question format on test?retest correlations between the latent scores in two waves and no differences in breakoff rates between the question formats. The multigroup comparison showed some measurement equivalence between the question formats. However, the difference varied depending on the length of a scale with a longer scale producing some differences in the measurement equivalence between the conditions. The levels of straightlining were higher in the grid than in the item-by-item format. In addition, concurrent validity was lower in the grid format in both PC and mobile web conditions. Finally, subjective indicators of respondent burden showed that the grid format increased reported technical difficulties and decreased subjective evaluation of the survey.","2018","2022-01-08 12:52:54","2022-01-08 12:52:54","","647-668","","6","36","","","","","","","","","","","","","","","","","","","","","Mobile Devices; Measurement errors; Error analysis; Internet; Smartphones; Education--Computer Applications; Polls & surveys; Psychometrics; Test Validity; mobile web surveys; Online Surveys; DESIGN; web surveys; measurement error; concurrent validity; grid questions; item-by-item format; matrix questions; measurement equivalence; reliability; MEASUREMENT INVARIANCE; Format; Equivalence; Scales","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXNA79KV","journalArticle","2016","Mavletova, Aigul; Couper, Mick P.","Grouping of items in mobile web questionnaires","Field methods","","","10.1177/1525822X15595151","http://www.redi-bw.de/db/ebsco.php/search.ebscohost.com/login.aspx%3fdirect%3dtrue%26db%3dpsyh%26AN%3d2016-17809-005%26site%3dehost-live","There is some evidence that a scrolling design may reduce breakoffs in mobile web surveys compared to a paging design, but there is little empirical evidence to guide the choice of the optimal number of items per page. We investigate the effect of the number of items presented on a page on data quality in two types of questionnaires: with or without user-controlled skips. Three versions of a 30-item instrument were compared, with 5, 15, or all 30 questions presented on a page, in two different surveys, one with skips and one without. We found that displaying 30 items on a page reduced the breakoff rate by almost one-third compared to presenting five items per page in the questionnaire without skips, but the difference was not statistically significant. In both surveys with and without skips, the completion times were significantly lower in the 30-item per page condition; however, item nonresponse rates were also higher. We give some practical recommendations to guide choices while designing questionnaires for mobile web surveys. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2016","2022-01-08 12:52:54","2022-01-08 12:52:54","","170-193","","2","28","","","","","","","","","","","","","","","","","","","","","Internet; Data quality; Polls & surveys; Questionnaires; Surveys; mobile web surveys; SMARTPHONE; DESIGN; Anthropology; breakoff rates; COMPUTER; Item Analysis (Test); Online Experiments; PC; DEVICES; Test Items; 0104:methodology and research technology; research methods/tools; social anthropology; Choices; scrolling; skips; 0514:culture and social structure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJMWJ6Y5","journalArticle","2017","Bacon, Christopher; Barlas, Frances M.; Dowling, Zoe; Thomas, Randall K.","How Effective Are Emojis In Surveys Taken on Mobile Devices? Data-Quality Implications and the Potential To Improve Mobile-Survey Engagement and Experience","Journal of Advertising Research","","","10.2501/JAR-2017-053","","The Advertising Research Foundation's ongoing How Advertising Works program combines original experiments with outside research. Launched in 2015, the program intends to offer practical guidance for improving advertising effectiveness across media and across platforms. The latest investigations led by Advertising Research Foundation Executive Researcher Christopher Bacon focused on the quality of survey research on mobile devices, which consumers increasingly are using to respond to online surveys. Specifically, the authors explored the use of symbols (emojis) as an alternative to text in the design of mobile surveys to keep respondents from abandoning the survey and to improve user experience. In the pages that follow, the authors explain the historical precedent for using symbols as communication devices, the importance of mobile-survey design using symbols, and the implication for data quality and effective survey design going forward.","2017","2022-01-08 12:52:54","2022-01-08 12:52:54","","462-470","","4","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XI6V7RAX","journalArticle","2014","De Bruijne, Marika; Wijnant, Arnaud","Improving Response Rates and Questionnaire Design for Mobile Web Surveys","Public Opinion Quarterly","","","10.1093/poq/nfu046","https://www.proquest.com/scholarly-journals/improving-response-rates-questionnaire-design/docview/1636484190/se-2?accountid=14570","This research note presents the results of an experiment that investigated how response rates and data quality could be improved for smartphone web surveys. First, we compare how invitations by text message versus by e-mail affect response rate. Text message invitations result in a similar total response rate as e-mail invitations when considering response via all types of online devices. When considering response via smartphones only, the survey completion rate is significantly higher. The text message contact mode also leads to a faster speed of initial response. Second, we examine the response effects of several questionnaire-design choices when using smartphones: paging versus scrolling, horizontal versus vertical question layout, number of answer options, and open-ended versus closed-ended questions. According to our findings, a scrolling layout leads to a shorter completion time than a paging layout. We further suggest that caution be used with horizontal and long-answer scales as well as open-ended text answer fields in smartphone surveys.","2014","2022-01-08 12:52:54","2022-01-08 12:52:54","","951-962","","4","78","","","","","","","","","","","","","","","","","","","","","Studies; Internet; Smartphones; Polls & surveys; Questionnaires; Surveys; Research; Comparative analysis; Experiments; Response rates; ORDER; 9130:Experiment/theoretical treatment; political behavior; article; 7100:Market research; 0827: mass phenomena; Data Quality; public opinion; Choices; Research Design; Research Responses; 9121: political behavior; Electronic Mail; Political Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6C4KXHAE","journalArticle","2021","Revilla, Melanie; Couper, Mick P.","Improving the Use of Voice Recording in a Smartphone Survey","Social Science Computer Review","","","10.1177/0894439319888708","https://www.proquest.com/scholarly-journals/improving-use-voice-recording-smartphone-survey/docview/2607554021/se-2?accountid=14570","More and more respondents are answering web surveys using mobile devices. Mobile respondents tend to provide shorter responses to open questions than PC respondents. Using voice recording to answer open-ended questions could increase data quality and help engage groups usually underrepresented in web surveys. Revilla, Couper, Bosch, and Asensio showed that in particular the use of voice recording still presents many challenges, even if it could be a promising tool. This article reports results from a follow-up experiment in which the main goals were to (1) test whether different instructions on how to use the voice recording tool reduce technical and understanding problems, and thereby reduce item nonresponse while preserving data quality and the evaluation of the tool; (2) test whether nonresponse due to context can be reduced by using a filter question, and how this affects data quality and the tool evaluation; and (3) understand which factors affect nonresponse to open-ended questions using voice recording, and if these factors also affect data quality and the evaluation of the tool. The experiment was implemented within a smartphone web survey in Spain focused on Android devices. The results suggest that different instructions did not affect nonresponse to the open questions and had little effect on data quality for those who did answer. Introducing a filter to ensure that people were in a setting that permits voice recording seems useful. Despite efforts to reduce problems, a substantial proportion of respondents are still unwilling or unable to answer open questions using voice recording.","2021","2022-01-08 12:52:54","2022-01-08 12:52:54","","1159-1178","","6","39","","","","","","","","","","","","","","","","","","","","","Internet; Smartphones; Education--Computer Applications; smartphones; Evaluation; android; Birthdays; data quality; Data quality; Electronic devices; Emotions; mobile web survey; nonresponse; Polls & surveys; Questions; Recording; Research responses; tool evaluation; Voice; voice recording; Webs; PROBABILITY-BASED PANEL; COMPUTER; DATA QUALITY; MOBILE DEVICES; PC; WEB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPA97AVF","journalArticle","2013","Couper, Mick P.","Is the Sky Falling?  New Technology, Changing Media, and the Future of Surveys","Survey Research Methods","","","10.18148/SRM/2013.V7I3.5751","https://ojs.ub.uni-konstanz.de/srm/article/view/5751","In this paper I review three key technology-related trends: 1) big data, 2) non-probability samples, and 3) mobile data collection.  I focus on the implications of these trends for survey research and the research profession.  With regard to big data, I review a number of concerns that need to be addressed, and argue for a balanced and careful evaluation of the role that big data can play in the future.  I argue that these developments are unlikely to replace transitional survey data collection, but will supplement surveys and expand the range of research methods.  I also argue for the need for the survey research profession to adapt to changing circumstances.","2013-12","2022-01-08 12:52:54","2022-01-08 12:52:54","","145-156","","3","7","","","","","","","","","","","","","","","","","","","","","big data; social media; mobile   surveys; non; organic data; probability surveys","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTDZQA4I","journalArticle","2015","Lambert, Amber D.; Miller, Angie L.","Living with Smartphones: Does Completion Device Affect Survey Responses?","Research in Higher Education","","","10.1007/S11162-014-9354-7/TABLES/5","https://link.springer.com/article/10.1007/s11162-014-9354-7","With the growing reliance on tablets and smartphones for internet access, understanding the effects of completion device on online survey responses becomes increasing important. This study uses data from the Strategic National Arts Alumni Project, a multi-institution online alumni survey designed to obtain knowledge of arts education, to explore the effects of what type of device (PC, Mac, tablet, or smartphone) a respondent uses has on his/her responses. Differences by device type in the characteristics of survey respondents, survey completion, time spent responding, willingness to answer complex and open-ended questions, and lengths of open-ended responses are discussed.","2015-03","2022-01-08 12:52:54","2022-01-08 12:52:54","","166-177","","2","56","","","","","","","","","","","","","","","","","Publisher: Kluwer Academic Publishers","","","","Smartphones; Completion device; Survey response","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUFHYXHK","journalArticle","2014","Buskirk, Trent D.; Andrus, Charles H.","Making Mobile Browser Surveys Smarter: Results from a Randomized Experiment Comparing Online Surveys Completed via Computer or Smartphone","Field methods","","","10.1177/1525822X14526146","https://doi.org/10.1177/1525822X14526146","With nearly 50% of U.S. mobile phone subscribers using smartphones, survey researchers are beginning to explore their use as a data collection tool. The Got Healthy Apps Study (GHAS) conducted a randomized experiment to compare mode effects for a survey completed via iPhone mobile browser and online via desktop/laptop computer web browser. Mode effects were assessed for three types of outcomes: randomization/recruitment, survey process/completion, and survey items. In short, the distribution of survey completion times and the distribution of the number of apps owned were significantly different across survey mode after accounting for block group. Other key mode effects outcomes (including open-ended items, slider bar questions, and missing item rates) showed no significant differences across survey mode. Some interesting qualitative findings suggest that iPhone respondents enter more characters and omit fewer items than originally thought.","2014","2022-01-08 12:52:54","2022-01-08 12:52:54","","322-342","","4","26","","","","","","","","","","","","","","","","","","","","","Methodology; Internet; survey research; Smartphones; smartphones; Computer Applications; Mobile Phones; Surveys; apps; Computers; Online Surveys; Websites; mode effects; Recruitment; article; 0514: culture and social structure; Methodology (Data Collection); smartphones survey research mode effects apps; social anthropology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPPSUJR9","journalArticle","2019","Bosch, Oriol J.; Revilla, Melanie; DeCastellarnau, Anna; Weber, Wiebke","Measurement Reliability, Validity, and Quality of Slider Versus Radio Button Scales in an Online Probability-Based Panel in Norway","Social Science Computer Review","","","10.1177/0894439317750089","https://doi.org/10.1177/0894439317750089","Little is known about the reliability and validity in web surveys, although this is crucial information to evaluate how accurate the results might be and/or to correct for measurement errors. In particular, there are few studies based on probability-based samples for web surveys, looking at web-specific response scales and considering the impact of having smartphone respondents. In this article, we start filling these gaps by estimating the measurement quality of sliders compared to radio button scales controlling for the device respondents used. We conducted therefore two multitrait?multimethod (MTMM) experiments in the Norwegian Citizen Panel (NCP), a probability-based online panel. Overall, we find that if smartphone respondents represent a nonnegligible part of the whole sample, offering the response options in form of a slider or a radio button scale leads to a quite similar measurement quality. This means that sliders could be used more often without harming the data quality. Besides, if there are no smartphone respondents, we find that sliders can also be used, but that the marker should be placed initially in the middle rather than on the left side. However, in practice, there is no need to shift from radio buttons to sliders since the quality is not highly improved by providing sliders.","2019","2022-01-08 12:52:54","2022-01-08 12:52:54","","119-132","","1","37","","","","","","","","","","","","","","","","","","","","","Measurement; Reliability; Quality; Methodology; Measurement errors; Internet; Smartphones; Education--Computer Applications; Data quality; Polls & surveys; Test Reliability; Test Validity; Online Surveys; Test Forms; web surveys; COMPUTER; MODELS; WEB SURVEYS; VISUAL ANALOG SCALES; Radio; Scales; probability-based online panel; Buttons; measurement quality; multitrait–multimethod experiment; radio buttons; reliability and validity; slider scales; multitrait-multimethod experiment; Research Quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQDZWN9C","journalArticle","2018","DeLeeuw, Edith D.","Mixed-Mode: Past, Present, and Future","Survey Research Methods","","","10.18148/srm/2018.v12i2.7402","","Mixed-mode surveys have been around since the late 1980s. In the past thirty years, major changes in technology and society influenced and changed data collection and survey methodology. However, in those years, mixed-mode strategies remained part of the daily survey practice, although the type of mix implemented followed the changes in technology and data collection methods. In this paper, I summarize the state of the art in traditional mixed-mode surveys and discuss implications for mixed device surveys.","2018","2022-01-08 12:52:54","2022-01-08 12:52:54","","75-89","","2","12","","","","","","","","","","","","","","","","","","","","","IMPACT; mobile surveys; METAANALYSIS; prevention; SOCIAL DESIRABILITY BIAS; online surveys; FACE-TO-FACE; WEB SURVEYS; ASSOCIATION; adjustment; DESIGNS; equivalence; mode measurement effect; mode selection effect; multiple devices; multiple modes; NONRESPONSE BIAS; offline surveys; PARTICIPATION RATES; TELEPHONE SURVEYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HPYWCUF","journalArticle","2018","Schlosser, Stephan; Mays, Anja","Mobile and Dirty: Does Using Mobile Devices Affect the Data Quality and the Response Process of Online Surveys?","Social Science Computer Review","","","10.1177/0894439317698437","https://doi.org/10.1177/0894439317698437","In this article, we present a study on the data quality and the response process of mobile online surveys using an experimental design as compared to a standard computer. We used the following indicators to measure data quality and response properties: reaction time to survey invitation, break-off rate, item nonresponse, length of responses to open-ended questions and survey transmission, processing, and completion time. With regard to completion time, we also explored the significance of the place as well as the situation in which the survey was completed, the kind of Internet connection the respondents had as well as the hardware properties of the devices used to answer the online survey. Our results suggest comparable data quality and response properties in most aspects: There were no noticeable differences between computer and mobile users as regards break-off rate, item nonresponse, and length of responses to open-ended questions, nor the place where the survey was completed. However, it took respondents in the mobile group longer to complete the survey as compared to respondents answering the online survey on their computer. In terms of the completion time, there was a significant decrease in the differences between mobile devices and PCs when respondents used technically advanced mobile devices and had access to a fast Internet connection.","2018","2022-01-08 12:52:54","2022-01-08 12:52:54","","212-230","","2","36","","","","","","","","","","","","","","","","","","","","","Technology; Mobile Devices; Studies; Internet; online survey; Education--Computer Applications; data quality; Data quality; Electronic devices; Polls & surveys; Research responses; Mobile computing; Surveys; Computers; SMARTPHONE; mobile device; Data Sets; item nonresponse; Reaction time; response time; COMPUTER; paradata; break-off rate; length of responses to open-ended questions; mode effect; reaction time to survey invitation; TIMES; Access; Research design; Completion time; WEB SURVEY; Properties (attributes)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6LX8TYA","journalArticle","2018","Cameron, Briana; Gentleman, Robert","Mobile Apps versus Web Browsers: A Comparison of Self-administered Survey Platforms","Chance","","","","https://www.proquest.com/scholarly-journals/mobile-apps-versus-web-browsers-comparison-self/docview/2170368207/se-2?accountid=14570","Cameron and Gentleman investigate some of the responses to a series of four surveys administered on both the 23andMe website and 23andMe mobile app to understand differences between web-based and mobile-based data collection. The surveys cover a wide variety of topics, including socioeconomic status (SES), tobacco use, allergies, and caffeine intake, and were chosen because they were available to all customers on both platforms. The use of mobile applications to capture research data efficiently is a promising technique for researchers. However, with the growth of mobile-app-based data collection, the use of mobile apps as a research tool may continue to be an important complement to many of the more-traditional web-based data collection techniques.","2018","2022-01-08 12:52:54","2022-01-08 12:52:54","","29-29","","4","31","","","","","","","","","","","","","","","","","","","","","Platforms; Data collection; Statistics; Research methodology; Polls & surveys; Web sites; Applications programs; Mobile computing; Software; Websites; Collection; Caffeine; Tobacco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INMJDDPZ","journalArticle","2014","De Bruijne, Marika; Wijnant, Arnaud","Mobile Response in Web Panels","Social Science Computer Review","","","10.1177/0894439314525918","https://doi.org/10.1177/0894439314525918","This article investigates unintended mobile access to surveys in online, probability-based panels. We find that spontaneous tablet usage is drastically increasing in web surveys, while smartphone usage remains low. Further, we analyze the bias of respondent profiles using smartphones and tablets compared to those using computers, on the basis of several sociodemographic characteristics. Our results indicate not only that mobile web respondents differ from PC users but also that tablet users differ from smartphone users. While tablets are used for survey completion by working (young) adults, smartphones are used merely by the young. In addition, our results indicate that mobile web respondents are more progressive and describe themselves more often as pioneers or forerunners in adopting new technology, compared to PC respondents. We further discover that respondents? preferences for devices to complete surveys are clearly in line with unintended mobile response. Finally, we present a similar analysis on intended mobile response in an experiment where smartphone users were requested to complete a mobile survey. Based on these findings, testing on tablets is strongly recommended in online surveys. If the goal is to reach young respondents, enabling surveys via smartphones should be considered.","2014","2022-01-08 12:52:54","2022-01-08 12:52:54","","728-742","","6","32","","","","","","","","","","","","","","","","","","","","","Technology; Mobile Devices; Internet; Smartphones; Education--Computer Applications; Demographic Characteristics; mobile web survey; Surveys; Preferences; Computers; Websites; Bias; Demographics; respondent preference; survey error; unintended mobile response; web panel; computer methods, media, & applications; 0188: methodology and research technology; article; mobile web survey unintended mobile response survey error web panel respondent preference; Sociodemographic Characteristics; Young Adults","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7D2F4GD","journalArticle","2014","Link, Michael W.; Murphy, Joe; Schober, Michael F.; Buskirk, Trent D.; Hunter Childs, Jennifer; Langer Tesfaye, Casey","Mobile technologies for conducting, augmenting and potentially replacing surveys","Public Opinion Quarterly","","","10.1093/POQ/NFU054","","","2014","2022-01-08 12:52:54","2022-01-08 12:52:54","","779-787","","4","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE9S9EE5","journalArticle","2021","Zou, Suiwen; Tan, Karen P.; Liu, Hongbo; Li, Xiang; Chen, Ye","Mobile vs. PC: the device mode effects on tourism online survey response quality","Current Issues in Tourism","","","10.1080/13683500.2020.1797645","","Using mobile devices to complete web-based surveys is an inescapable trend. Given the growth of this medium, some researchers are concerned about whether mobile devices are a viable channel for administering self-report online surveys. Taking two online surveys respectively using the US and China samples, this study compared the responses quality between participants responding via mobile devices and via PCs. Results from both the US and China samples revealed that although mobile respondents took longer to complete surveys than PC respondents, response quality did not differ significantly between these groups. Several behaviour patterns among mobile respondents were also identified in both samples. These findings provide practical implications to optimize web-based surveys for mobile users in tourism and hospitality research.","2021","2022-01-08 12:52:54","2022-01-08 12:52:54","","1345-1357","","10","24","","","","","","","","","","","","","","","","","","","","","TECHNOLOGY; ISSUES; Mobile device; RATES; COMPUTER; Online survey; Response quality; Theory ofsatisficing; WEB SURVEY DESIGN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDUT4MDT","journalArticle","2014","Mavletova, Aigul; Couper, Mick P.","Mobile Web Survey Design: Scrolling versus Paging, SMS versus E-mail Invitations","Journal of Survey Statistics and Methodology","","","10.1093/JSSAM/SMU015","https://academic.oup.com/jssam/article/2/4/498/2937094","There is some evidence that questionnaire design (scrolling or paging) and invitation mode (SMS or e-mail) have an impact on response rates in web surveys completed on personal computers (PCs). This paper examines whether these findings can be generalized to mobile web surveys. First, we explore the effect of scrolling versus paging design on the breakoff rate, item nonresponse, and completion time in mobile web surveys. Second, we investigate which type of invitation and reminder mode (SMS or e-mail) is more effective in terms of producing higher participation rates and maximizing the percentage of respondents who complete the survey via a mobile device rather than a PC. The paper summarizes the results of an experiment conducted among members of a volunteer online access panel in Russia, who were asked to complete the survey using a mobile device. We find that the scrolling design leads to significantly faster completion times, lower (though not significantly lower) breakoff rates, fewer technical problems, and higher subjective ratings of the questionnaire. We also find that SMS invitations are more effective than e-mail invitations in mobile web surveys.","2014-12","2022-01-08 12:52:54","2022-01-08 12:52:54","","498-518","","4","2","","","","","","","","","","","","","","","","","Publisher: Oxford Academic","","","","Nonresponse; Mobile web surveys; Invitation mode; Participation rates; Survey design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CDZUZ23W","journalArticle","2018","Toepoel, Vera; Lugtig, Peter","Modularization in an Era of Mobile Web: Investigating the Effects of Cutting a Survey Into Smaller Pieces on Data Quality","Social Science Computer Review","","","10.1177/0894439318784882","https://journals.sagepub.com/doi/full/10.1177/0894439318784882","With the rise of mobile surveys comes the need for shorter questionnaires. We investigate the modularization of an existing questionnaire in the Longitudinal Internet Study for the Social Sciences ...","2018-07","2022-01-08 12:52:54","2022-01-08 12:52:54","","","","","","","","","","","","","","","","","","","","","","Publisher: SAGE PublicationsSage CA: Los Angeles, CA","","","","data quality; mobile surveys; online surveys; data chunking; data modularization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJKRNWXG","journalArticle","2020","Höhne, Jan K.; Revilla, Melanie; Schlosser, Stephan","Motion instructions in surveys: Compliance, acceleration, and response quality","International Journal of Market Research","","","10.1177/1470785319858587","","The increased use of smartphones in web survey responding did not only raise new research questions but also fostered new ways to research survey completion behavior. Smartphones have many built-in sensors, such as accelerometers that measure acceleration (i.e., the rate of change of velocity of an object over time). Sensor data establish new research opportunities by providing information about physical completion conditions that, for instance, can affect response quality. In this study, we explore three research questions: (1) To what extent do respondents accept to comply with motion instructions? (2) What variables affect the acceleration of smartphones? (3) Do different motion levels affect response quality? We conducted a smartphone web survey experiment using the Netquest opt-in panel in Spain and asked respondents to stand at a fix point or walk around while answering five single questions. The results reveal high compliance with motion instructions, with compliance being higher in the standing than in the walking condition. We also discovered that several variables, such as the presence of third parties, increase the acceleration of smartphones. However, the quality of responses to the five single questions did not differ significantly between the motion conditions, a finding that is in line with previous research. Our findings provide new insights into how compliance changes with motion tasks and suggest that the collection of acceleration data is a feasible and fruitful way to explore survey completion behavior. The findings also indicate that refined research on the connection between motion levels and response quality is necessary.","2020","2022-01-08 12:52:54","2022-01-08 12:52:54","","43-57","","1","62","","","","","","","","","","","","","","","","","","","","","smartphones; response quality; web survey; QUESTIONS; MOBILE DEVICES; PC; accelerometer; compliance; FORMATS; survey completion behavior; SurveyMotion; TIMES; WEB SURVEYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
